Nome da Unidade da Federação,Nome do Município,"Produto Interno Bruto, 
a preços correntes
(R$ 1.000)","Produto Interno Bruto per capita, 
a preços correntes
(R$ 1,00)"
Maranhão,Pedro do Rosário,157904.386,6177.79
Maranhão,Penalva,253791.151,6509.64
Maranhão,Peri Mirim,95959.281,6677.29
Maranhão,Peritoró,230471.633,9794.8
Maranhão,Pindaré-Mirim,296247.099,8926.87
Maranhão,Pinheiro,1040054.174,12358.06
Maranhão,Pio XII,191368.06,8995.4
Maranhão,Pirapemas,130800.83,6952.31
Maranhão,Poção de Pedras,163109.721,9416.88
Maranhão,Porto Franco,1026128.543,42237.94
Maranhão,Porto Rico do Maranhão,45867.016,7726.92
Maranhão,Presidente Dutra,755767.566,15659.03
Maranhão,Presidente Juscelino,84498.818,6530.55
Maranhão,Presidente Médici,60694.989,8519.79
Maranhão,Presidente Sarney,165014.83,8586.92
Maranhão,Presidente Vargas,76190.932,6725.89
Maranhão,Primeira Cruz,89107.877,5732.25
Maranhão,Raposa,286199.301,9060.95
Maranhão,Riachão,673240.64,33184.18
Maranhão,Ribamar Fiquene,124208.101,15804.57
Maranhão,Rosário,443240.328,10249.99
Maranhão,Sambaíba,474715.929,83488.56
Maranhão,Santa Filomena do Maranhão,60216.207,7643.59
Maranhão,Santa Helena,358031.993,8359.57
Maranhão,Santa Inês,1466089.745,16303.11
Maranhão,Santa Luzia,743552.715,10171.02
Maranhão,Santa Luzia do Paruá,253365.753,9940.98
Maranhão,Santa Quitéria do Maranhão,218496.477,8441.37
Maranhão,Santa Rita,354687.202,9157.47
Maranhão,Santana do Maranhão,74106.557,5407.66
Maranhão,Santo Amaro do Maranhão,95955.928,5916.27
Maranhão,Santo Antônio dos Lopes,3055591.291,210498.16
Maranhão,São Benedito do Rio Preto,143478.343,7644.43
Maranhão,São Bento,312228.758,6789.21
Maranhão,São Bernardo,281230.404,9756.48
Maranhão,São Domingos do Azeitão,320538.887,43036.91
Maranhão,São Domingos do Maranhão,355968.835,10350.64
Maranhão,São Félix de Balsas,86169.31,18980.02
Maranhão,São Francisco do Brejão,121274.421,10037.61
Maranhão,São Francisco do Maranhão,98997.204,8097.27
Maranhão,São João Batista,135624.636,6540.54
Maranhão,São João do Carú,123038.577,7803.06
Maranhão,São João do Paraíso,151478.372,13516.41
Maranhão,São João do Soter,156403.234,8343.29
Maranhão,São João dos Patos,341011.65,13084.13
Maranhão,São José de Ribamar,2293966.354,12719.88
Maranhão,São José dos Basílios,61952.521,8110.03
Maranhão,São Luís,36535225.945,32739.65
Maranhão,São Luís Gonzaga do Maranhão,170085.444,9144.38
Maranhão,São Mateus do Maranhão,429290.625,10282.41
Maranhão,São Pedro da Água Branca,127633.597,9987.76
Maranhão,São Pedro dos Crentes,83551.996,17777.02
Maranhão,São Raimundo das Mangabeiras,739660.723,38745.98
Maranhão,São Raimundo do Doca Bezerra,43967.757,8744.58
Maranhão,São Roberto,45778.655,6677.17
Maranhão,São Vicente Ferrer,145781.2,6493.02
Maranhão,Satubinha,93100.15,6522.36
Maranhão,Senador Alexandre Costa,101851.202,9025.36
Maranhão,Senador La Rocque,187167.916,13387.31
Maranhão,Serrano do Maranhão,72464.12,7006.1
Maranhão,Sítio Novo,221538.734,12147.76
Maranhão,Sucupira do Norte,126236.557,11874.38
Maranhão,Sucupira do Riachão,48009.937,8434.63
Maranhão,Tasso Fragoso,2351451.559,272095.76
Maranhão,Timbiras,196385.269,6716.09
Maranhão,Timon,2320942.497,13547.65
Maranhão,Trizidela do Vale,525551.215,23648.98
Maranhão,Tufilândia,60070.556,10236.97
Maranhão,Tuntum,365257.214,8646.78
Maranhão,Turiaçu,295967.148,8264.7
Maranhão,Turilândia,223113.391,8544.48
Maranhão,Tutóia,546267.093,9115.54
Maranhão,Urbano Santos,247540.735,7325.64
Maranhão,Vargem Grande,433575.625,7499.62
Maranhão,Viana,490490.026,9280.44
Maranhão,Vila Nova dos Martírios,156938.706,11372.37
Maranhão,Vitória do Mearim,318223.554,9656.01
Maranhão,Vitorino Freire,325566.84,10328.9
Maranhão,Zé Doca,567166.204,10867.33
Piauí,Acauã,73560.526,10332.99
Piauí,Agricolândia,47283.177,9229.59
Piauí,Água Branca,243970.568,13921.29
Piauí,Alagoinha do Piauí,65441.715,8523.28
Piauí,Alegrete do Piauí,48183.522,9791.41
Piauí,Alto Longá,130954.787,9112.43
Piauí,Altos,537774.163,13219.3
Piauí,Alvorada do Gurguéia,82124.847,15016.43
Piauí,Amarante,192592.078,10937.14
Piauí,Angical do Piauí,66747.819,9846.26
Piauí,Anísio de Abreu,98945.042,9900.44
Piauí,Antônio Almeida,143814.506,45295.91
Piauí,Aroazes,57304.894,9847.89
Piauí,Aroeiras do Itaim,24624.648,9652.94
Piauí,Arraial,48922.149,10380.26
Piauí,Assunção do Piauí,64266.487,8156.68
Piauí,Avelino Lopes,97601.324,8590.91
Piauí,Baixa Grande do Ribeiro,1768579.129,150504.56
Piauí,Barra D'Alcântara,38963.324,9856.65
Piauí,Barras,497599.134,10520.51
Piauí,Barreiras do Piauí,163171.991,48620.97
Piauí,Barro Duro,89829.881,12792.63
Piauí,Batalha,250803.173,9305.89
Piauí,Bela Vista do Piauí,46876.016,11591.5
Piauí,Belém do Piauí,41264.3,11440.06
Piauí,Beneditinos,91894.894,8769.43
Piauí,Bertolínia,72158.451,13091.16
Piauí,Betânia do Piauí,62561.24,10067.79
Piauí,Boa Hora,62506.771,9127.74
Piauí,Bocaina,47771.52,10594.7
Piauí,Bom Jesus,1410185.23,55119.81
Piauí,Bom Princípio do Piauí,70165.642,12374.89
Piauí,Bonfim do Piauí,52944.719,9288.55
Piauí,Boqueirão do Piauí,51724.971,8028.09
Piauí,Brasileira,69324.496,8288.44
Piauí,Brejo do Piauí,43977.734,11500.45
Piauí,Buriti dos Lopes,214747.494,10828.33
Piauí,Buriti dos Montes,69689.581,8414.58
Piauí,Cabeceiras do Piauí,86134.141,8071.8
Piauí,Cajazeiras do Piauí,34182.376,9532.17
Piauí,Cajueiro da Praia,115376.481,14976.18
Piauí,Caldeirão Grande do Piauí,195078.616,33715.63
Piauí,Campinas do Piauí,57496.101,10216.08
Piauí,Campo Alegre do Fidalgo,51370.644,10086.52
Piauí,Campo Grande do Piauí,62135.303,10378.37
Piauí,Campo Largo do Piauí,56553.871,7702.79
Piauí,Campo Maior,705862.817,15034.35
Piauí,Canavieira,41948.251,10652.17
Piauí,Canto do Buriti,271388.071,12725.69
Piauí,Capitão de Campos,106409.839,9276.42
Piauí,Capitão Gervásio Oliveira,43674.871,10582.72
Piauí,Caracol,97484.973,8855.03
Piauí,Caraúbas do Piauí,57437.103,9718.63
Piauí,Caridade do Piauí,50030.741,9806.1
Piauí,Castelo do Piauí,202443.088,10267.96
Piauí,Caxingó,53140.452,9702.47
Piauí,Cocal,272766.531,9776.23
Piauí,Cocal de Telha,46961.377,9568.33
Piauí,Cocal dos Alves,56959.782,9216.79
Piauí,Coivaras,37708.09,9324.45
Piauí,Colônia do Gurguéia,70558.825,10780.57
Piauí,Colônia do Piauí,68111.356,8886.02
Piauí,Conceição do Canindé,60445.69,12564.06
Piauí,Coronel José Dias,40759.658,8694.47
Piauí,Corrente,680693.017,25426.51
Piauí,Cristalândia do Piauí,75068.781,8990.27
Piauí,Cristino Castro,121550.074,11616.02
Piauí,Curimatá,141389.614,12336.59
Piauí,Currais,409013.028,82098.16
Piauí,Curralinhos,39659.739,8862.51
Piauí,Curral Novo do Piauí,78393.562,14544.26
Piauí,Demerval Lobão,211638.657,15267.54
Piauí,Dirceu Arcoverde,67492.429,9578.83
Piauí,Dom Expedito Lopes,78044.805,11245.65
Piauí,Domingos Mourão,46531.734,10692.03
Piauí,Dom Inocêncio,164346.244,17165.89
Piauí,Elesbão Veloso,164731.175,11321.73
Piauí,Eliseu Martins,55591.647,11246.54
Piauí,Esperantina,456546.179,11427.08
Piauí,Fartura do Piauí,46774.439,8775.69
Piauí,Flores do Piauí,48120.151,10786.85
Piauí,Floresta do Piauí,25258.408,9862.71
Piauí,Floriano,1469173.855,24441.02
Piauí,Francinópolis,44796.54,8381.02
Piauí,Francisco Ayres,46762.982,10875.11
Piauí,Francisco Macedo,32841.063,10211.77
Piauí,Francisco Santos,83026.723,8811.07
Piauí,Fronteiras,112454.049,9619.68
Piauí,Geminiano,59252.998,10818.51
Piauí,Gilbués,416894.439,38969.38
Piauí,Guadalupe,637192.013,60708.08
Piauí,Guaribas,45098.714,9861.95
Piauí,Hugo Napoleão,34066.279,8779.97
Piauí,Ilha Grande,119725.374,12619.94
Piauí,Inhuma,163623.587,10673.42
Piauí,Ipiranga do Piauí,82416.576,8356.14
Piauí,Isaías Coelho,80798.342,9414.86
Piauí,Itainópolis,108192.04,9350.28
Piauí,Itaueira,131852.593,11946.42
Piauí,Jacobina do Piauí,69063.976,12078.34
Piauí,Jaicós,191770.918,9970.93
Piauí,Jardim do Mulato,39631.685,8764.19
Piauí,Jatobá do Piauí,58747.121,12026.02
Piauí,Jerumenha,63527.897,14298.42
Piauí,João Costa,69288.521,23073.1
Piauí,Joaquim Pires,118894.039,8258.82
Piauí,Joca Marques,46225.859,8423.08
Piauí,José de Freitas,390718.239,9902.38
Piauí,Juazeiro do Piauí,56058.415,10209.14
Piauí,Júlio Borges,80793.627,14292.17
Piauí,Jurema,43566.022,9095.2
Piauí,Lagoinha do Piauí,40518.611,14117.98
Piauí,Lagoa Alegre,77313.556,8979.51
Piauí,Lagoa do Barro do Piauí,534683.055,114788.12
Piauí,Lagoa de São Francisco,54980.428,8091.31
Piauí,Lagoa do Piauí,75615.126,18505.9
Piauí,Lagoa do Sítio,48594.958,9311.16
Piauí,Landri Sales,109798.657,20826.76
Piauí,Luís Correia,378696.61,12392.72
Piauí,Luzilândia,241220.664,9451.85
Piauí,Madeiro,75140.869,8975.26
Piauí,Manoel Emídio,54806.522,10240.38
Piauí,Marcolândia,198351.808,23091.01
Piauí,Marcos Parente,54883.814,12072.99
Piauí,Massapê do Piauí,52130.087,8074.67
Piauí,Matias Olímpio,95555.033,8703.44
Piauí,Miguel Alves,312819.26,9227.43
Piauí,Miguel Leão,23604.009,19050.85
Piauí,Milton Brandão,53563.0,8111.92
Piauí,Monsenhor Gil,127468.692,12067.47
Piauí,Monsenhor Hipólito,72881.73,9361.82
Piauí,Monte Alegre do Piauí,298089.473,28073.98
Piauí,Morro Cabeça no Tempo,39152.049,8648.56
Piauí,Morro do Chapéu do Piauí,62450.065,9150.19
Piauí,Murici dos Portelas,74908.55,8091.22
Piauí,Nazaré do Piauí,67045.985,9175.58
Piauí,Nazária,94817.479,10984.42
Piauí,Nossa Senhora de Nazaré,47884.837,9750.53
Piauí,Nossa Senhora dos Remédios,78546.586,8975.73
Piauí,Novo Oriente do Piauí,58172.454,8884.0
Piauí,Novo Santo Antônio,31237.317,10364.07
Piauí,Oeiras,584372.593,15735.17
Piauí,Olho D'Água do Piauí,28731.055,11599.13
Piauí,Padre Marcos,73908.846,10744.13
Piauí,Paes Landim,44249.105,10729.66
Piauí,Pajeú do Piauí,52581.463,15392.7
Piauí,Palmeira do Piauí,141457.166,28128.29
Piauí,Palmeirais,138692.487,9478.06
Piauí,Paquetá,44236.715,11253.3
Piauí,Parnaguá,119215.068,10991.62
Piauí,Parnaíba,2968947.282,19296.04
Piauí,Passagem Franca do Piauí,48757.698,11257.84
Piauí,Patos do Piauí,64628.669,10066.77
Piauí,Pau D'Arco do Piauí,33611.905,8230.14
Piauí,Paulistana,267708.805,13006.31
Piauí,Pavussu,37693.276,10293.08
Piauí,Pedro II,386274.747,9952.46
Piauí,Pedro Laurentino,31321.913,12278.29
Piauí,Nova Santa Rita,43930.757,10002.45
Piauí,Picos,1940259.094,24676.75
Piauí,Pimenteiras,106972.84,8804.35
Piauí,Pio IX,202626.916,10957.54
Piauí,Piracuruca,363522.368,12556.04
Piauí,Piripiri,916770.538,14362.92
Piauí,Porto,118546.957,9374.27
Piauí,Porto Alegre do Piauí,39211.994,14373.9
Piauí,Prata do Piauí,27583.795,8759.54
Piauí,Queimada Nova,253484.964,28037.27
Piauí,Redenção do Gurguéia,97930.467,11110.79
Piauí,Regeneração,264513.875,14712.38
Piauí,Riacho Frio,46279.213,10747.61
Piauí,Ribeira do Piauí,217389.941,48319.61
Piauí,Ribeiro Gonçalves,695854.845,93932.89
Piauí,Rio Grande do Piauí,61490.52,9557.12
Piauí,Santa Cruz do Piauí,61010.526,9755.44
Piauí,Santa Cruz dos Milagres,45472.01,11238.76
Piauí,Santa Filomena,615986.779,98463.36
Piauí,Santa Luz,62479.786,10584.41
Piauí,Santana do Piauí,40806.67,8775.63
Piauí,Santa Rosa do Piauí,50227.512,9559.86
Piauí,Santo Antônio de Lisboa,71848.758,11111.78
Piauí,Santo Antônio dos Milagres,18051.06,8310.8
Piauí,Santo Inácio do Piauí,40377.208,10600.47
Piauí,São Braz do Piauí,39470.703,8861.86
Piauí,São Félix do Piauí,32115.987,10987.34
Piauí,São Francisco de Assis do Piauí,55544.79,9575.04
Piauí,São Francisco do Piauí,58405.718,9101.72
Piauí,São Gonçalo do Gurguéia,54607.328,17781.61
Piauí,São Gonçalo do Piauí,56734.858,11247.99
Piauí,São João da Canabrava,49321.425,10677.94
Piauí,São João da Fronteira,60924.542,10013.9
Piauí,São João da Serra,59722.899,9781.02
Piauí,São João da Varjota,36648.036,7546.96
Piauí,São João do Arraial,68234.739,8439.67
Piauí,São João do Piauí,426950.901,20605.74
Piauí,São José do Divino,63753.15,11892.03
Piauí,São José do Peixe,42836.274,11462.74
Piauí,São José do Piauí,68074.788,10166.49
Piauí,São Julião,59533.817,9332.78
Piauí,São Lourenço do Piauí,45315.02,9891.95
Piauí,São Luis do Piauí,25332.109,9566.51
Piauí,São Miguel da Baixa Grande,27272.317,11104.36
Piauí,São Miguel do Fidalgo,47463.558,15628.44
Piauí,São Miguel do Tapuio,163377.632,9273.86
Piauí,São Pedro do Piauí,134820.7,9391.24
Piauí,São Raimundo Nonato,566178.133,16160.36
Piauí,Sebastião Barros,46712.454,13602.93
Piauí,Sebastião Leal,255414.954,59247.26
Piauí,Sigefredo Pacheco,78161.279,7758.71
Piauí,Simões,434444.127,29626.58
Piauí,Simplício Mendes,182822.636,14307.61
Piauí,Socorro do Piauí,41066.523,9011.75
Piauí,Sussuapara,76887.669,11305.35
Piauí,Tamboril do Piauí,30387.569,10339.42
Piauí,Tanque do Piauí,33180.53,11931.15
Piauí,Teresina,23895231.226,27430.28
Piauí,União,420316.15,9413.79
Piauí,Uruçuí,2815208.296,129458.67
Piauí,Valença do Piauí,289656.098,13832.67
Piauí,Várzea Branca,44539.8,9034.44
Piauí,Várzea Grande,40995.028,9355.32
Piauí,Vera Mendes,31077.394,10083.52
Piauí,Vila Nova do Piauí,37035.155,12618.45
Piauí,Wall Ferraz,38007.875,8485.79
Ceará,Abaiara,117970.96,9859.67
Ceará,Acarape,179994.282,11888.66
Ceará,Acaraú,1020200.581,16051.99
Ceará,Acopiara,564519.851,10322.74
Ceará,Aiuaba,151596.307,8621.26
Ceará,Alcântaras,98201.759,8289.87
Ceará,Altaneira,74653.984,9680.24
Ceará,Alto Santo,232267.743,14447.21
Ceará,Amontada,665472.069,15057.63
Ceará,Antonina do Norte,78953.405,10666.5
Ceará,Apuiarés,120978.07,8206.35
Ceará,Aquiraz,3854310.21,47245.19
Ceará,Aracati,1706690.666,22637.56
Ceará,Aracoiaba,266421.718,10015.85
Ceará,Ararendá,106783.977,9722.66
Ceará,Araripe,207981.617,9581.32
Ceará,Aratuba,151644.922,12896.07
Ceará,Arneiroz,70223.605,8947.96
Ceará,Assaré,237259.073,10080.26
Ceará,Aurora,216792.136,8824.53
Ceará,Baixio,67540.636,10690.19
Ceará,Banabuiú,260030.93,14199.25
Ceará,Barbalha,1345204.816,21815.78
Ceará,Barreira,240015.846,10566.4
Ceará,Barro,242027.169,10599.42
Ceará,Barroquinha,133335.168,8848.31
Ceará,Baturité,448272.412,12408.24
Ceará,Beberibe,1059005.89,19497.48
Ceará,Bela Cruz,322243.971,9809.26
Ceará,Boa Viagem,539217.993,9861.34
Ceará,Brejo Santo,817034.098,16277.2
Ceará,Camocim,839500.311,13087.13
Ceará,Campos Sales,292357.305,10626.15
Ceará,Canindé,911356.214,11761.86
Ceará,Capistrano,176808.988,9916.38
Ceará,Caridade,186168.87,8090.43
Ceará,Cariré,193104.647,10455.04
Ceará,Caririaçu,253126.605,9372.28
Ceará,Cariús,180984.361,9678.31
Ceará,Carnaubal,166771.753,9388.72
Ceará,Cascavel,1074376.745,14777.0
Ceará,Catarina,154108.256,7324.19
Ceará,Catunda,112081.35,10766.7
Ceará,Caucaia,10414372.934,28229.51
Ceará,Cedro,247324.611,9656.59
Ceará,Chaval,110317.62,8413.49
Ceará,Choró,178988.78,13153.2
Ceará,Chorozinho,260273.272,12830.19
Ceará,Coreaú,225089.749,9643.95
Ceará,Crateús,952648.777,12661.3
Ceará,Crato,1871586.579,13976.14
Ceará,Croatá,224436.588,12331.0
Ceará,Cruz,372661.721,14834.67
Ceará,Deputado Irapuan Pinheiro,100883.062,10402.46
Ceará,Ereré,80689.801,11123.49
Ceará,Eusébio,3577747.284,65008.58
Ceará,Farias Brito,202247.598,10462.89
Ceará,Forquilha,304956.752,12356.43
Ceará,Fortaleza,73436128.432,27164.45
Ceará,Fortim,312460.299,18625.44
Ceará,Frecheirinha,275921.164,19437.91
Ceará,General Sampaio,86962.802,11196.45
Ceará,Graça,129710.814,8998.32
Ceará,Granja,469407.088,8508.38
Ceará,Granjeiro,51336.706,10730.92
Ceará,Groaíras,110754.98,9872.09
Ceará,Guaiúba,231993.411,8751.83
Ceará,Guaraciaba do Norte,669208.927,16353.68
Ceará,Guaramiranga,80395.842,15847.79
Ceará,Hidrolândia,185024.638,9193.31
Ceará,Horizonte,2117193.301,30381.03
Ceará,Ibaretama,132265.433,9881.62
Ceará,Ibiapina,348539.661,13850.18
Ceará,Ibicuitinga,124950.55,9815.44
Ceará,Icapuí,411021.425,20364.73
Ceará,Icó,737488.907,10797.31
Ceará,Iguatu,1904814.79,18380.39
Ceará,Independência,306809.033,11712.06
Ceará,Ipaporanga,114127.411,9841.12
Ceará,Ipaumirim,143450.636,11469.63
Ceará,Ipu,519844.688,12333.79
Ceará,Ipueiras,328115.053,8620.09
Ceará,Iracema,195282.203,13607.57
Ceará,Irauçuba,220294.117,9009.98
Ceará,Itaiçaba,82854.556,10482.61
Ceará,Itaitinga,1258826.386,32560.63
Ceará,Itapajé,594581.113,11124.48
Ceará,Itapipoca,1784006.658,13547.33
Ceará,Itapiúna,170313.92,8246.45
Ceará,Itarema,766786.2,18001.79
Ceará,Itatira,174029.392,7903.96
Ceará,Jaguaretama,226643.899,12498.97
Ceará,Jaguaribara,154002.311,13298.99
Ceará,Jaguaribe,561174.778,16222.68
Ceará,Jaguaruana,566961.051,16694.97
Ceará,Jardim,294153.646,10819.64
Ceará,Jati,129728.66,15917.63
Ceará,Jijoca de Jericoacoara,551637.538,27106.16
Ceará,Juazeiro do Norte,5114793.187,18381.08
Ceará,Jucás,319373.493,12801.05
Ceará,Lavras da Mangabeira,343303.548,10906.84
Ceará,Limoeiro do Norte,1423365.542,23631.38
Ceará,Madalena,174830.573,8728.0
Ceará,Maracanaú,12337017.11,53410.24
Ceará,Maranguape,1649527.97,12527.08
Ceará,Marco,390968.799,14052.51
Ceará,Martinópole,96326.787,8444.53
Ceará,Massapê,378718.498,9626.56
Ceará,Mauriti,517495.879,10698.7
Ceará,Meruoca,129293.135,8445.56
Ceará,Milagres,287223.432,10477.64
Ceará,Milhã,195289.998,14874.7
Ceará,Miraíma,112599.052,8062.95
Ceará,Missão Velha,515936.722,14506.46
Ceará,Mombaça,446847.422,10174.82
Ceará,Monsenhor Tabosa,160699.121,9308.34
Ceará,Morada Nova,1276864.308,20731.68
Ceará,Moraújo,75574.687,8555.95
Ceará,Morrinhos,193204.02,8462.73
Ceará,Mucambo,131291.77,9016.67
Ceará,Mulungu,123801.068,11197.64
Ceará,Nova Olinda,163380.546,10341.85
Ceará,Nova Russas,336930.448,10371.24
Ceará,Novo Oriente,283185.355,9854.38
Ceará,Ocara,284835.712,10972.95
Ceará,Orós,218899.304,10256.74
Ceará,Pacajus,1360519.759,18349.45
Ceará,Pacatuba,1235157.707,14421.49
Ceará,Pacoti,148366.251,12049.56
Ceará,Pacujá,59940.436,9130.3
Ceará,Palhano,98773.181,10443.35
Ceará,Palmácia,115123.989,8494.35
Ceará,Paracuru,555930.594,15648.56
Ceará,Paraipaba,535128.804,16102.82
Ceará,Parambu,288688.707,9196.54
Ceará,Paramoti,110908.416,9034.57
Ceará,Pedra Branca,389913.901,8992.69
Ceará,Penaforte,122161.945,13268.38
Ceará,Pentecoste,484760.119,12741.76
Ceará,Pereiro,560571.114,34273.12
Ceará,Pindoretama,274851.931,13110.66
Ceará,Piquet Carneiro,162091.883,9418.47
Ceará,Pires Ferreira,84230.034,7621.25
Ceará,Poranga,109401.553,8852.69
Ceará,Porteiras,186375.042,12491.62
Ceará,Potengi,110569.972,9903.27
Ceará,Potiretama,96815.605,14998.54
Ceará,Quiterianópolis,184720.064,8694.35
Ceará,Quixadá,1109868.568,12484.6
Ceará,Quixelô,198819.976,12336.81
Ceará,Quixeramobim,1402460.802,17008.8
Ceará,Quixeré,637015.418,28397.62
Ceará,Redenção,409866.661,14018.29
Ceará,Reriutaba,190709.672,10433.27
Ceará,Russas,1158523.296,14563.46
Ceará,Saboeiro,169856.393,10779.74
Ceará,Salitre,159283.931,9529.97
Ceará,Santana do Acaraú,280072.452,8525.54
Ceará,Santana do Cariri,159277.378,8985.52
Ceará,Santa Quitéria,633709.937,14495.07
Ceará,São Benedito,627180.022,12970.59
Ceará,São Gonçalo do Amarante,8633637.012,175103.17
Ceará,São João do Jaguaribe,107898.08,14277.9
Ceará,São Luís do Curu,133109.237,10171.88
Ceará,Senador Pompeu,352271.547,13859.14
Ceará,Senador Sá,62765.572,8090.43
Ceará,Sobral,5395130.171,25396.38
Ceará,Solonópole,303283.676,16492.67
Ceará,Tabuleiro do Norte,450593.418,14046.37
Ceará,Tamboril,282246.661,10773.18
Ceará,Tarrafas,85682.029,10015.43
Ceará,Tauá,711835.952,12012.28
Ceará,Tejuçuoca,136987.601,7006.68
Ceará,Tianguá,1732690.1,22470.08
Ceará,Trairi,1115143.708,19683.75
Ceará,Tururu,138078.604,8324.01
Ceará,Ubajara,642046.082,18190.85
Ceará,Umari,69440.65,8971.66
Ceará,Umirim,172797.323,8650.25
Ceará,Uruburetama,299474.294,13475.87
Ceará,Uruoca,298207.058,21318.78
Ceará,Varjota,375819.126,20292.61
Ceará,Várzea Alegre,468100.919,11395.42
Ceará,Viçosa do Ceará,603320.912,9744.18
Rio Grande do Norte,Acari,141993.729,12785.32
Rio Grande do Norte,Açu,1467571.217,24982.91
Rio Grande do Norte,Afonso Bezerra,138264.782,12542.16
Rio Grande do Norte,Água Nova,34552.93,10492.84
Rio Grande do Norte,Alexandria,150790.411,11145.72
